名称,面积,租价,房型,位置
广安门·京铁和园·3居室,109㎡,11500,3  室  1  厅,"
                    京铁和园                "
车公庄·展览馆路9、11、13号·3居室,89㎡,12800,3  室  1  厅,"
                    展览馆路9、11、13号                "
广安门·京铁和园·1居室,37㎡,4600,1  室  1  厅,"
                    京铁和园                "
杨庄·龙德嘉园·2居室,72㎡,5800,2  室  1  厅,"
                    龙德嘉园                "
新华大街·中仓小区·2居室,63㎡,4000,2  室  1  厅,"
                    中仓小区                "
朝阳公园·南十里居·2居室,57㎡,6300,2  室  1  厅,"
                    南十里居                "
八角·西引力·2居室,87㎡,5800,2  室  1  厅,"
                    西引力                "
苹果园·西山奥园·2居室,68㎡,5500,2  室  1  厅,"
                    西山奥园                "
八角·八角南路·2居室,61㎡,4200,2  室  1  厅,"
                    八角南路                "
定慧寺·恩济里·3居室·次卧2,8㎡,2750,3  室  1  厅,"
                    恩济里                "
果园·葛布店北里·2居室,57㎡,3850,2  室  1  厅,"
                    葛布店北里                "
安定门·安德路47号院·3居室·次卧2,12㎡,3000,3  室  1  厅,"
                    安德路47号院                "
马甸·新风南里·1居室,45㎡,6400,1  室  1  厅,"
                    新风南里                "
木樨地·西便门西里·1居室,42㎡,6300,1  室  1  厅,"
                    西便门西里                "
回龙观地铁 龙跃苑二区 三居室两卫 南北通透,135.59㎡,7500,3  室  1  厅,"
                    龙跃苑二区                "
东大桥·向军南里·2居室,63㎡,7100,2  室  1  厅,"
                    向军南里                "
健翔桥·健翔国际公寓·1居室,35㎡,5999,1  室  1  厅,"
                    健翔国际公寓                "
安贞·安华西里一区·1居室,42㎡,6400,1  室  1  厅,"
                    安华西里一区                "
科技园区·设计师广场·1居室,38㎡,3700,1  室  1  厅,"
                    设计师广场                "
右安门内·育新街·2居室,54㎡,6390,2  室  1  厅,"
                    育新街                "
安贞·安贞里小区·3居室·次卧1,6㎡,2800,3  室  1  厅,"
                    安贞里小区                "
皂君庙·明光北里·1居室,43㎡,6200,1  室  1  厅,"
                    明光北里                "
苹果园·苹果园二区·2居室,81㎡,4900,2  室  1  厅,"
                    苹果园二区                "
旧宫·万源东里·1居室,35㎡,3300,1  室  1  厅,"
                    万源东里                "
朝阳门外·天福园·2居室,56㎡,7880,2  室  1  厅,"
                    天福园                "
万柳·蜂鸟社区·1居室,47㎡,6800,1  室  1  厅,"
                    蜂鸟社区                "
燕莎·新源里西·2居室,56㎡,6800,2  室  1  厅,"
                    新源里西                "
双桥·东一时区·2居室,88㎡,5500,2  室  1  厅,"
                    东一时区                "
五棵松·金沟河路2号·2居室,52㎡,5800,2  室  1  厅,"
                    金沟河路2号                "
科技园区·设计师广场·1居室,47㎡,4200,1  室  1  厅,"
                    设计师广场                "
东大桥·东大桥路·2居室,54㎡,7800,2  室  1  厅,"
                    东大桥路                "
马甸·马甸月季园·1居室,46㎡,6500,1  室  1  厅,"
                    马甸月季园                "
临河里玫瑰东筑2室1厅,95㎡,6000,2  室  1  厅,"
                    玫瑰东筑                "
五棵松永定路甲88号4室2厅,180㎡,15000,4  室  2  厅,"
                    永定路甲88号                "
新华大街·北京ONE·2居室,97㎡,5600,2  室  1  厅,"
                    北京ONE                "
广渠门·东城区金桥国际公寓·1居室,61㎡,6500,1  室  1  厅,"
                    东城区金桥国际公寓                "
看丹桥·新华街三里·2居室,71㎡,5200,2  室  1  厅,"
                    新华街三里                "
学院路·林大院内·2居室,53㎡,7800,2  室  1  厅,"
                    林大院内                "
太平桥·华源二里·2居室,95㎡,7600,2  室  1  厅,"
                    华源二里                "
CBD·光辉里·1居室,45㎡,5980,1  室  1  厅,"
                    光辉里                "
工体工体西里2室1厅,55㎡,8000,2  室  1  厅,"
                    工体西里                "
崇文门·都市馨园·1居室,28㎡,4580,1  室  1  厅,"
                    都市馨园                "
紫竹桥·车道沟南里·2居室,58㎡,7300,2  室  1  厅,"
                    车道沟南里                "
颐和园·骚子营·2居室·主卧,14㎡,3500,2  室  1  厅,"
                    骚子营                "
东坝·朝阳新城四区·3居室,105㎡,6800,3  室  1  厅,"
                    朝阳新城四区                "
紫竹桥·车道沟南里·2居室,57㎡,6600,2  室  1  厅,"
                    车道沟南里                "
古城·古城南路小区·2居室,41㎡,4600,2  室  1  厅,"
                    古城南路小区                "
东四·朝阳门内大街·3居室,85㎡,11200,3  室  1  厅,"
                    朝阳门内大街                "
公主坟·有色金属院西区·2居室,50㎡,7000,2  室  1  厅,"
                    有色金属院西区                "
龙泽 回龙观龙华园东区2室1厅,75㎡,5600,2  室  1  厅,"
                    龙华园东区                "
四惠晨曦花园2室1厅 紧邻远洋国际 住邦2000 国贸,75㎡,7000,2  室  1  厅,"
                    晨曦花园                "
十里堡爱这城一期1室1厅,66.36㎡,7500,1  室  1  厅,"
                    爱这城一期                "
东直门·海运仓·2居室,64㎡,8800,2  室  1  厅,"
                    海运仓                "
方庄·GOGO新世代·1居室,46㎡,5400,1  室  1  厅,"
                    GOGO新世代                "
临河里·新城乐居·2居室,78㎡,4200,2  室  1  厅,"
                    新城乐居                "
苹果园·海特花园·1居室,56㎡,4700,1  室  1  厅,"
                    海特花园                "
望京·上京新航线·1居室,43㎡,6900,1  室  1  厅,"
                    上京新航线                "
三里屯·泰悦豪庭·1居室,57㎡,7300,1  室  1  厅,"
                    泰悦豪庭                "
科技园区·中海御景春天·1居室,48㎡,4500,1  室  1  厅,"
                    中海御景春天                "
K2百合湾西区,35㎡,4200,0  室  0  厅,"
                    K2百合湾西区                "
广安门·车站西街15号院·2居室,53㎡,6000,2  室  1  厅,"
                    车站西街15号院                "
长椿街·善果胡同·2居室,53㎡,7000,2  室  1  厅,"
                    善果胡同                "
白纸坊荣宁园小区2室2厅,122㎡,13500,2  室  2  厅,"
                    荣宁园小区                "
建国门内·贡院头条3号院·2居室,54㎡,7000,2  室  1  厅,"
                    贡院头条3号院                "
月坛·月坛北街·2居室,52㎡,8700,2  室  1  厅,"
                    月坛北街                "
崇文门·都市馨园·1居室,29㎡,4560,1  室  1  厅,"
                    都市馨园                "
菜户营·乐城·1居室,45㎡,4800,1  室  1  厅,"
                    乐城                "
望京·望京路3号院·2居室,64㎡,7300,2  室  1  厅,"
                    望京路3号院                "
新宫翠海明苑2室1厅,85㎡,6000,2  室  1  厅,"
                    翠海明苑                "
枣园·首开康乃馨城·2居室,86㎡,3600,2  室  1  厅,"
                    首开康乃馨城                "
八角·八角南里·2居室,84㎡,5800,2  室  1  厅,"
                    八角南里                "
崇文门新怡家园1室1厅,60㎡,9300,1  室  1  厅,"
                    新怡家园                "
东坝汇景苑2室1厅 精装修全齐 集中供暖 配套齐全 交通便利,80㎡,6000,2  室  1  厅,"
                    汇景苑                "
朝青润枫水尚东区4室2厅,238㎡,28000,4  室  2  厅,"
                    润枫水尚东区                "
东大桥工体东路2室1厅,49.9㎡,7500,2  室  1  厅,"
                    工体东路                "
军博电信小区3室1厅,71㎡,10000,3  室  1  厅,"
                    电信小区                "
阜成门·北礼士路139、149号·3居室,84㎡,12600,3  室  1  厅,"
                    北礼士路139、149号                "
燕莎·三源里北小街·2居室,55㎡,7000,2  室  1  厅,"
                    三源里北小街                "
定慧寺·又一村·1居室,36㎡,5500,1  室  1  厅,"
                    又一村                "
广安门红居街10号院1室1厅,50.15㎡,6700,1  室  1  厅,"
                    红居街10号院                "
环球影城对面，高楼金土桥临河里地铁高楼金第南北一居室,65㎡,3800,1  室  1  厅,"
                    高楼金第                "
五棵松金沟河5号院1室1厅,55㎡,5300,1  室  1  厅,"
                    金沟河5号院                "
丽泽商务区SOHO·菜户营金兴苑3室1厅，看房随时,129㎡,11600,3  室  1  厅,"
                    金兴苑                "
东花市·东花市北里东区·2居室,81㎡,8600,2  室  1  厅,"
                    东花市北里东区                "
玉泉路·玉泉新城·3居室,150㎡,6000,3  室  2  厅,"
                    玉泉新城                "
五棵松·永定路85号院·2居室,52㎡,4800,2  室  1  厅,"
                    永定路85号院                "
北七家·望都新地三期·2居室,89㎡,4500,2  室  1  厅,"
                    望都新地三期                "
国贸大望路CBD 人民日报品质社区 给您温馨舒适的居家生活,56.67㎡,9000,2  室  1  厅,"
                    人民日报社区                "
